University_ID,Region,Institution_Type,Student_Scale,Faculty_Scale,Education_Budget_wan,Per100_Computers,Network_Coverage_%,IT_Budget_Ratio_%,IT_Staff_Ratio_%,Info_System_Count,Data_Governance_Score,Online_Service_Rate_%,Digital_Literacy_Score,Cybersecurity_Investment_%,System_Uptime_%,Management_Status
UNI0182,East,Undergraduate,15718.23,1753.87,282867.01,74.36,100.0,3.87,0.98,33.34,88.13,56.5,67.74,10.71,98.77,Optimal
UNI0183,East,Vocational,3000.0,200.0,10000.0,29.25,96.75,0.5,0.1,5.0,64.2,55.72,58.27,14.6,97.77,Suboptimal
UNI0184,East,Undergraduate,22874.76,2601.94,236708.67,37.42,96.66,6.45,0.35,62.85,92.44,69.69,67.15,16.94,98.2,Optimal
UNI0185,Central,Vocational,9974.49,200.0,23402.2,17.96,97.79,3.88,0.45,6.88,75.79,46.08,69.41,4.46,96.47,Optimal
UNI0186,East,Vocational,3000.0,632.56,10000.0,28.32,93.53,1.32,0.49,12.86,32.41,77.72,59.64,11.31,97.23,Suboptimal
UNI0187,East,Undergraduate,27508.43,1124.12,145119.23,63.12,98.14,4.3,0.42,85.23,78.82,91.91,75.62,16.4,100.0,Optimal
UNI0188,Central,Undergraduate,34579.97,1102.15,193036.08,80.92,99.37,5.06,0.62,31.15,73.8,81.9,100.0,20.01,99.49,Optimal
UNI0189,West,Undergraduate,11952.23,2602.26,327813.99,54.05,100.0,2.23,0.39,50.21,36.02,29.99,63.5,7.79,97.0,Suboptimal
UNI0190,West,Undergraduate,16664.9,3601.29,258396.62,65.72,99.62,2.13,0.55,67.01,82.73,42.67,59.37,18.84,99.85,Optimal
UNI0191,Central,Undergraduate,30468.65,3645.78,459382.26,57.34,98.4,1.17,0.88,97.15,42.2,51.83,66.01,6.5,99.41,Suboptimal
UNI0192,Central,Undergraduate,16437.23,3005.22,62424.48,72.87,99.09,4.6,1.07,122.56,66.78,82.62,62.91,9.74,99.43,Optimal
UNI0193,East,Undergraduate,27111.14,3351.09,287952.34,54.98,100.0,4.61,0.78,102.01,86.56,95.12,100.0,19.05,100.0,Optimal
UNI0194,East,Undergraduate,18358.87,2234.91,212178.72,75.17,100.0,4.32,0.58,88.26,51.5,36.96,76.22,10.62,99.48,Suboptimal
UNI0195,Central,Vocational,3000.0,1731.44,294594.1,39.04,97.84,2.95,0.25,50.49,91.32,63.08,33.12,12.48,97.51,Suboptimal
UNI0196,East,Vocational,9766.28,247.69,31214.5,26.43,98.05,1.46,0.78,28.15,73.02,57.74,79.9,12.68,98.52,Suboptimal
UNI0197,Central,Vocational,3000.0,910.92,10000.0,44.41,96.37,0.71,0.36,17.78,23.19,40.27,45.77,2.9,99.33,Suboptimal
UNI0198,West,Undergraduate,18796.05,381.82,181216.36,68.67,99.08,1.88,0.14,36.24,73.68,95.06,67.08,10.6,100.0,Optimal
UNI0199,West,Vocational,14847.47,200.0,10000.0,32.18,99.04,0.94,0.19,15.35,84.2,68.14,58.32,9.53,96.69,Suboptimal
UNI0200,East,Vocational,27011.84,1745.56,10000.0,67.3,96.1,2.33,0.46,53.92,97.4,87.54,93.42,8.07,100.0,Optimal
UNI0201,East,Vocational,9850.68,200.0,216879.84,21.1,97.46,2.1,0.14,8.38,43.34,43.86,42.3,10.94,98.02,Suboptimal
UNI0202,East,Undergraduate,19130.44,782.2,45660.52,25.47,94.93,2.02,0.54,51.82,54.89,61.89,80.0,10.32,97.42,Suboptimal
UNI0203,East,Vocational,20667.53,2323.03,221813.94,53.66,99.97,3.03,0.97,28.92,45.8,42.71,42.38,6.27,100.0,Suboptimal
UNI0204,East,Undergraduate,11293.78,2832.93,157936.62,39.31,95.36,4.17,0.57,62.52,47.44,60.09,65.87,10.26,97.29,Suboptimal
UNI0205,East,Undergraduate,3847.34,392.93,109407.14,41.93,95.99,2.35,0.28,81.1,69.43,70.33,90.62,11.64,98.02,Optimal
UNI0206,West,Undergraduate,32758.22,1544.9,204519.51,56.91,100.0,6.03,0.64,81.1,51.0,53.66,84.55,9.66,98.1,Optimal
UNI0207,Central,Vocational,3883.43,200.0,10000.0,38.56,98.25,2.59,0.36,9.59,51.86,65.14,63.44,10.26,98.84,Suboptimal
UNI0208,West,Undergraduate,21820.79,1202.31,293093.8,35.68,96.61,4.08,0.62,50.94,69.52,22.83,64.57,15.89,97.75,Suboptimal
UNI0209,East,Vocational,17990.58,200.0,186697.08,52.67,99.64,1.86,0.37,39.41,53.17,44.8,54.55,10.1,98.43,Suboptimal
UNI0210,East,Vocational,3000.0,200.0,126142.53,29.02,98.96,2.96,0.47,47.36,60.94,61.23,44.28,4.83,99.69,Suboptimal
UNI0211,East,Undergraduate,28581.03,3364.49,142750.61,62.92,99.0,4.06,0.38,79.26,85.73,74.01,55.85,6.99,98.82,Optimal
UNI0212,East,Undergraduate,34714.7,2150.47,356675.61,44.65,97.62,4.98,0.55,70.51,96.24,69.99,58.75,14.67,99.12,Optimal
UNI0213,East,Undergraduate,32739.5,2559.75,324555.22,41.81,98.1,6.04,0.76,44.37,68.13,52.2,56.67,12.69,98.96,Optimal
UNI0214,West,Undergraduate,25716.59,1588.63,190798.33,78.6,100.0,3.08,1.06,80.83,80.22,59.85,93.5,14.6,100.0,Optimal
UNI0215,East,Undergraduate,15362.02,2917.21,282076.65,75.14,98.34,4.75,0.93,66.81,70.92,71.75,52.62,13.94,97.85,Optimal
UNI0216,East,Vocational,19936.05,2972.07,217391.79,70.67,99.62,4.42,0.64,42.22,63.32,89.58,86.61,15.76,100.0,Optimal
UNI0217,Central,Vocational,10374.65,299.83,98865.07,49.09,99.08,3.49,0.58,74.07,42.97,67.94,45.7,18.01,100.0,Suboptimal
UNI0218,Central,Vocational,21878.39,2237.13,130327.68,40.04,100.0,2.34,0.44,5.0,64.95,72.42,52.21,4.04,97.44,Suboptimal
UNI0219,Central,Vocational,16563.68,672.19,10000.0,41.02,98.55,1.61,0.55,5.0,99.56,79.87,69.62,27.12,97.74,Optimal
UNI0220,East,Vocational,6448.45,1578.39,362264.66,69.73,99.55,3.15,0.75,61.04,69.32,67.06,72.85,21.9,100.0,Optimal
UNI0221,West,Vocational,10575.61,1064.19,10000.0,10.35,100.0,1.93,0.71,27.12,48.75,24.67,68.35,18.79,97.99,Suboptimal
UNI0222,East,Vocational,3784.46,789.33,87561.92,29.88,99.14,1.27,0.05,17.36,48.06,41.98,63.97,2.46,97.93,Suboptimal
UNI0223,East,Undergraduate,19254.3,4089.69,328515.76,60.84,99.85,4.26,0.62,92.33,65.72,66.18,62.14,10.43,98.14,Optimal
UNI0224,Central,Vocational,12197.68,701.6,70158.95,29.39,97.55,1.08,0.34,28.2,76.57,59.57,100.0,13.64,100.0,Optimal
UNI0225,West,Vocational,21708.81,2138.88,117430.28,52.62,97.93,4.54,0.81,40.53,71.18,66.39,65.05,14.03,97.22,Optimal
UNI0226,East,Vocational,22292.72,715.81,215605.16,55.7,96.58,3.11,1.05,30.49,96.32,50.28,70.5,13.68,100.0,Suboptimal
UNI0227,Central,Vocational,14917.54,2121.57,144838.31,42.16,100.0,3.87,0.21,54.86,74.39,72.84,77.64,19.0,98.51,Suboptimal
UNI0228,East,Undergraduate,14824.63,1087.27,72656.94,46.8,97.5,2.86,0.55,68.54,55.12,84.41,60.62,14.29,96.17,Suboptimal
UNI0229,East,Undergraduate,11553.63,1350.91,10602.19,37.55,94.69,2.42,0.37,60.19,77.73,79.91,68.85,11.88,96.64,Optimal
UNI0230,East,Undergraduate,3000.0,4180.51,215881.75,48.54,98.86,3.06,0.65,56.36,95.24,62.75,86.78,9.92,97.58,Optimal
UNI0231,Central,Undergraduate,30131.42,643.35,127850.4,79.96,100.0,5.17,1.18,92.07,48.17,50.46,79.63,13.12,99.57,Optimal
UNI0232,East,Undergraduate,37838.4,2852.98,471517.05,65.95,98.93,3.91,1.01,106.71,88.56,92.87,100.0,12.95,98.5,Optimal
UNI0233,Central,Undergraduate,9655.1,2269.6,320514.17,57.97,96.56,3.94,0.26,72.16,60.51,70.46,57.03,8.57,97.95,Suboptimal
UNI0234,East,Vocational,3000.0,200.0,113016.75,32.86,97.34,0.5,0.46,5.68,84.16,76.19,80.4,6.04,96.32,Suboptimal
UNI0235,West,Vocational,7803.96,200.0,146633.28,25.29,98.56,2.42,0.56,12.13,65.31,47.05,62.89,8.08,97.23,Suboptimal
UNI0236,West,Undergraduate,28668.04,3345.16,336927.62,64.27,99.59,4.66,1.04,90.59,72.0,47.85,79.11,7.31,99.96,Suboptimal
UNI0237,East,Vocational,3000.0,200.0,10000.0,28.39,97.05,0.79,0.05,5.0,58.63,44.74,43.39,6.27,97.43,Suboptimal
UNI0238,East,Vocational,8260.86,1913.08,10000.0,69.22,100.0,2.78,0.67,54.87,50.2,76.01,48.69,4.11,96.9,Suboptimal
UNI0239,East,Undergraduate,20194.23,1598.08,167589.2,78.88,98.63,2.0,0.71,78.2,81.51,49.04,79.05,10.93,100.0,Optimal
UNI0240,West,Undergraduate,23234.11,3280.48,347016.16,51.2,96.01,2.45,0.75,43.98,65.84,38.29,61.79,7.65,98.52,Suboptimal
UNI0241,East,Undergraduate,9539.37,2138.62,171555.17,68.78,98.7,5.63,0.3,76.89,69.86,87.49,62.67,7.93,97.84,Optimal
UNI0242,Central,Undergraduate,10903.72,2014.39,135929.62,40.55,95.77,2.06,0.31,54.51,57.27,51.81,74.33,4.85,96.4,Suboptimal
UNI0243,East,Undergraduate,47569.57,2792.56,321709.31,67.59,99.23,2.83,1.25,140.39,82.83,77.44,100.0,19.24,100.0,Optimal
UNI0244,West,Vocational,11879.13,1881.19,152532.15,50.19,100.0,3.63,0.88,60.34,82.5,44.33,67.25,16.48,98.14,Optimal
UNI0245,Central,Vocational,13521.48,1652.47,232337.44,24.86,99.28,1.84,0.61,58.06,57.56,61.87,41.84,10.41,98.36,Suboptimal
UNI0246,Central,Undergraduate,27790.77,2321.62,59370.81,35.42,99.06,4.35,0.87,88.32,48.67,48.29,51.79,7.93,98.66,Suboptimal
UNI0247,West,Undergraduate,25088.56,1584.66,126572.97,57.38,98.15,3.5,0.82,68.53,82.9,38.04,62.27,7.9,99.54,Optimal
UNI0248,East,Vocational,10461.46,1440.03,370528.52,42.47,99.21,4.18,1.01,96.43,69.19,64.21,77.65,14.8,100.0,Optimal
UNI0249,West,Undergraduate,12776.95,3280.43,278864.99,37.26,97.56,4.75,0.63,72.21,68.63,58.8,64.97,8.51,98.62,Optimal
UNI0250,East,Undergraduate,24168.06,2381.87,307960.32,55.74,98.62,5.56,1.0,94.35,39.27,35.66,69.31,2.37,100.0,Optimal
UNI0251,Central,Vocational,26386.98,1086.49,211099.95,41.52,99.91,0.96,0.09,5.89,55.02,25.43,52.98,2.58,97.63,Suboptimal
UNI0252,West,Undergraduate,14396.05,1674.82,128184.27,64.21,98.94,2.77,0.89,72.16,56.75,59.45,70.33,13.05,100.0,Optimal
UNI0253,Central,Undergraduate,17218.85,3207.44,355362.0,55.72,97.15,2.01,0.45,44.86,45.75,67.66,66.59,13.56,95.35,Suboptimal
UNI0254,Central,Vocational,12870.1,200.0,12421.2,32.55,99.31,5.06,0.47,20.39,69.64,44.72,83.25,16.04,100.0,Suboptimal
UNI0255,East,Vocational,21483.96,530.73,190175.56,65.85,97.16,2.41,0.47,36.98,62.8,69.2,91.78,19.48,98.7,Optimal
UNI0256,East,Vocational,25547.11,715.55,10000.0,68.96,99.86,4.71,0.65,40.36,79.14,100.0,89.73,13.1,100.0,Optimal
UNI0257,East,Vocational,8910.45,366.33,44481.81,33.84,97.55,2.07,0.21,7.8,81.75,100.0,78.48,16.21,100.0,Optimal
UNI0258,Central,Vocational,12221.2,1538.01,196302.09,55.64,98.17,2.08,0.44,61.69,44.02,58.65,66.17,15.24,100.0,Suboptimal
UNI0259,Central,Vocational,12120.24,1006.96,83734.07,34.77,100.0,2.94,0.56,52.29,46.43,68.84,73.64,13.07,99.07,Suboptimal
UNI0260,East,Vocational,15857.28,200.0,176705.91,28.04,95.41,2.12,0.56,67.15,36.02,45.72,51.18,10.56,99.03,Suboptimal
UNI0261,East,Vocational,13533.6,1031.89,222166.8,73.8,98.06,3.98,0.75,76.72,87.11,39.54,64.36,12.82,97.71,Optimal
UNI0262,East,Vocational,12150.79,200.0,10000.0,47.82,99.4,3.79,0.2,42.49,78.3,29.75,57.94,11.5,97.43,Suboptimal
UNI0263,East,Undergraduate,6252.43,2340.59,271073.19,40.51,96.4,2.52,0.22,86.35,100.0,54.28,67.27,11.38,98.0,Optimal
UNI0264,East,Undergraduate,31896.15,2733.7,125015.28,52.03,98.25,1.92,0.41,77.42,52.2,28.2,47.89,7.76,98.2,Optimal
UNI0265,West,Vocational,11384.24,596.59,52514.56,53.46,100.0,1.05,0.13,22.6,58.71,65.44,100.0,8.01,98.25,Optimal
UNI0266,Central,Undergraduate,31045.34,3720.39,465330.35,50.6,99.94,3.04,1.41,103.71,79.29,62.72,53.03,13.01,100.0,Optimal
UNI0267,East,Undergraduate,25939.44,3020.35,86085.35,56.8,98.81,2.61,0.82,73.8,67.64,73.34,61.92,11.29,100.0,Optimal
UNI0268,Central,Vocational,12845.25,505.85,125851.6,54.11,98.45,2.42,0.15,114.99,49.02,58.45,68.17,6.25,97.87,Suboptimal
UNI0269,West,Vocational,7611.94,242.89,43157.45,38.29,100.0,1.64,0.87,64.56,78.74,83.77,69.38,18.11,100.0,Optimal
UNI0270,East,Vocational,3000.0,2677.18,194192.57,68.33,100.0,3.35,1.14,78.79,99.47,70.15,83.6,11.54,98.1,Optimal
UNI0271,East,Vocational,17613.7,200.0,57162.74,20.67,97.94,1.71,0.05,28.84,20.08,53.01,59.95,7.94,96.55,Suboptimal
UNI0272,East,Vocational,8864.2,924.39,25091.6,36.67,98.38,2.39,0.28,53.43,62.34,50.52,85.62,8.18,97.29,Suboptimal
UNI0273,East,Vocational,10931.06,324.05,10000.0,22.23,98.61,2.43,0.05,34.02,15.79,40.45,37.99,1.0,98.42,Suboptimal
UNI0274,West,Undergraduate,13021.12,1870.98,364660.49,44.36,98.62,3.61,0.71,95.98,76.36,91.87,92.08,10.31,98.26,Optimal
UNI0275,West,Vocational,3000.0,1009.77,132171.82,50.29,96.38,3.57,0.55,43.63,52.26,50.42,27.48,6.85,98.34,Suboptimal
UNI0276,East,Vocational,18258.62,2135.66,10000.0,56.02,99.38,2.98,0.62,32.36,77.17,51.93,54.98,1.0,98.63,Suboptimal
UNI0277,Central,Undergraduate,29808.54,2625.13,264892.0,62.91,98.2,2.52,0.08,73.37,50.58,58.77,67.22,7.92,99.5,Optimal
UNI0278,East,Undergraduate,18502.6,3032.34,210371.65,41.18,95.93,1.74,0.38,90.47,71.93,40.02,98.56,11.44,99.76,Optimal
UNI0279,Central,Vocational,16066.14,362.01,10000.0,31.79,97.24,1.6,0.28,14.82,45.46,37.5,58.92,7.82,97.58,Suboptimal
UNI0280,West,Undergraduate,17805.43,1767.84,10000.0,51.82,96.93,3.48,0.74,75.11,39.4,52.08,41.35,6.49,99.13,Suboptimal
UNI0281,East,Undergraduate,20495.31,200.0,272628.04,64.58,98.32,2.91,0.09,83.78,70.32,81.18,74.31,4.79,97.92,Optimal
UNI0282,East,Vocational,23233.2,1042.73,10000.0,32.52,99.9,4.81,0.12,34.01,38.72,33.58,62.09,8.5,99.0,Suboptimal
UNI0283,Central,Vocational,3000.0,200.0,10000.0,11.65,99.98,1.39,0.37,5.0,90.38,67.0,63.66,7.06,95.79,Suboptimal
UNI0284,West,Undergraduate,28503.4,868.46,318248.13,39.21,94.68,3.77,0.43,64.62,83.29,76.32,61.15,22.09,100.0,Optimal
UNI0285,East,Undergraduate,24789.97,1205.22,204674.04,77.06,99.19,3.01,0.41,46.85,45.23,42.01,55.38,11.55,99.81,Suboptimal
UNI0286,East,Vocational,3000.0,928.02,10000.0,25.13,96.9,4.99,0.11,65.45,35.21,45.75,66.76,9.3,96.7,Suboptimal
UNI0287,East,Vocational,21206.84,200.0,116060.64,44.96,98.19,2.47,0.52,23.0,67.34,82.64,74.02,10.22,98.33,Optimal
UNI0288,Central,Undergraduate,29861.79,3214.41,414616.51,67.61,100.0,0.92,0.16,77.63,66.47,75.65,96.39,12.87,100.0,Optimal
UNI0289,Central,Vocational,8308.74,1695.72,270282.96,54.16,98.21,3.97,0.52,43.71,38.19,51.81,57.26,6.83,96.99,Suboptimal
UNI0290,West,Undergraduate,31618.54,2263.9,384689.74,44.88,98.14,3.09,0.96,73.31,48.98,48.07,80.02,12.16,98.12,Suboptimal
UNI0291,West,Vocational,15969.32,2396.28,167293.55,51.44,97.62,1.26,0.72,32.0,58.58,55.66,67.85,11.46,97.33,Suboptimal
UNI0292,West,Vocational,30602.82,3138.23,169355.42,46.86,100.0,6.29,0.66,67.85,75.86,53.11,61.55,11.59,99.11,Optimal
UNI0293,West,Vocational,3000.0,748.93,10000.0,53.5,98.5,3.72,0.14,13.84,35.59,34.02,61.05,6.36,97.09,Suboptimal
UNI0294,East,Vocational,17026.88,1054.89,221769.62,28.16,99.24,2.92,0.63,84.66,67.26,46.29,46.98,8.48,99.04,Suboptimal
UNI0295,Central,Vocational,18372.32,200.0,10000.0,52.6,98.72,1.2,0.05,25.81,73.3,72.78,71.26,16.14,100.0,Optimal
UNI0296,East,Undergraduate,24821.79,1502.1,213786.06,81.74,100.0,4.52,0.77,85.13,79.23,50.21,66.95,8.28,97.67,Optimal
UNI0297,East,Vocational,10620.77,504.78,10000.0,44.56,97.96,1.29,0.33,25.6,49.46,55.41,68.43,4.57,97.41,Suboptimal
UNI0298,West,Undergraduate,17934.88,796.56,184150.16,52.16,98.65,2.69,0.4,66.95,74.11,57.86,80.52,19.47,97.16,Optimal
UNI0299,Central,Undergraduate,31261.01,2522.38,316708.88,51.6,98.87,3.75,1.07,120.5,97.14,75.81,84.06,20.75,98.35,Optimal
UNI0300,West,Undergraduate,17478.9,2782.53,219866.98,43.83,98.5,3.82,0.54,63.73,92.25,35.33,61.5,19.93,99.71,Optimal
UNI0301,East,Vocational,14521.6,200.0,202716.3,48.15,97.19,1.69,0.16,52.64,81.54,82.87,75.24,11.85,96.72,Optimal
UNI0302,Central,Undergraduate,26026.01,1243.83,136322.76,60.01,95.65,4.69,0.55,43.53,69.56,70.83,48.24,20.74,97.19,Suboptimal
UNI0303,Central,Vocational,8126.02,370.72,10000.0,43.54,96.0,4.01,0.45,60.15,37.83,41.04,75.33,9.28,98.65,Suboptimal
UNI0304,East,Vocational,24055.7,1396.11,227396.91,60.82,99.23,3.51,0.59,50.73,60.8,73.76,67.09,16.85,100.0,Optimal
UNI0305,East,Vocational,20626.26,657.75,191832.17,42.81,97.78,3.0,0.47,12.03,45.94,35.7,45.05,8.52,99.18,Suboptimal
UNI0306,Central,Vocational,15229.61,854.95,26124.31,48.1,96.21,3.8,0.25,17.13,49.75,51.28,48.46,10.38,97.17,Suboptimal
UNI0307,East,Vocational,8411.51,474.32,121252.19,44.31,98.11,3.02,0.27,58.6,72.73,58.95,77.65,12.34,98.13,Suboptimal
UNI0308,West,Undergraduate,19416.06,1147.23,168298.43,38.69,98.81,5.79,0.58,42.82,65.16,50.41,68.55,6.32,96.73,Suboptimal
UNI0309,East,Vocational,4409.27,200.0,10000.0,13.98,97.01,0.5,0.05,18.78,63.84,63.83,52.02,13.39,97.44,Suboptimal
UNI0310,East,Vocational,30834.88,908.42,119210.07,65.57,97.88,4.07,0.76,34.64,91.9,61.7,72.65,13.04,100.0,Optimal
UNI0311,West,Undergraduate,36564.21,1451.19,226280.47,73.34,98.57,2.84,0.58,57.56,71.93,52.78,52.73,13.28,99.99,Optimal
UNI0312,East,Vocational,12068.9,1368.76,162557.82,46.15,98.97,2.12,0.45,35.13,59.06,83.88,74.34,18.41,99.59,Suboptimal
UNI0313,West,Undergraduate,40244.62,3351.23,366816.09,73.51,96.96,7.5,1.16,77.24,77.91,69.77,96.05,19.03,98.62,Optimal
UNI0314,Central,Undergraduate,3000.0,2378.18,85915.01,52.71,98.31,5.92,0.67,55.76,76.79,52.4,98.66,12.46,99.06,Suboptimal
UNI0315,East,Vocational,9822.83,200.0,92079.54,37.66,99.2,2.26,0.08,44.4,61.93,40.1,44.71,1.0,98.23,Suboptimal
UNI0316,Central,Vocational,17699.0,362.52,223446.18,74.37,99.91,4.35,0.05,50.83,63.69,75.87,73.41,9.42,98.47,Optimal
UNI0317,Central,Vocational,20829.1,843.13,19009.01,45.87,97.75,0.76,0.05,19.98,62.08,75.01,71.33,10.22,96.12,Optimal
UNI0318,West,Undergraduate,33734.22,2668.09,186656.07,77.05,100.0,3.61,0.85,74.43,100.0,65.65,68.74,17.76,100.0,Optimal
UNI0319,West,Undergraduate,23116.43,1878.41,378052.55,66.17,99.2,3.04,0.99,98.37,82.83,54.44,66.17,20.2,100.0,Optimal
UNI0320,Central,Undergraduate,6052.09,735.39,10000.0,57.58,96.21,0.5,0.05,39.16,50.52,83.68,45.49,17.55,98.12,Suboptimal
UNI0321,Central,Undergraduate,9486.75,2282.23,99375.65,35.9,96.31,4.72,0.6,44.28,29.61,44.85,66.15,6.33,98.7,Suboptimal
UNI0322,East,Vocational,7861.17,2737.41,119130.46,51.6,97.04,3.53,0.75,32.47,91.39,23.99,91.69,21.31,98.41,Suboptimal
UNI0323,Central,Undergraduate,20928.74,2997.81,188373.91,58.17,96.66,4.66,1.16,110.28,59.76,68.2,99.76,14.17,100.0,Optimal
UNI0324,West,Undergraduate,14936.34,3098.58,217018.43,59.78,98.51,2.91,0.91,60.37,60.7,49.55,66.78,7.83,97.92,Suboptimal
UNI0325,Central,Vocational,30763.86,972.53,232413.49,88.7,100.0,4.54,1.06,75.59,94.22,71.47,79.93,10.56,100.0,Optimal
UNI0326,Central,Undergraduate,19348.17,2175.74,57441.93,44.1,98.67,2.01,0.78,75.64,50.96,83.09,73.93,6.24,96.53,Optimal
UNI0327,East,Undergraduate,15965.05,2264.39,237951.17,66.23,100.0,3.31,0.87,73.99,59.51,54.93,91.13,7.47,98.78,Optimal
UNI0328,West,Vocational,3000.0,1087.09,10000.0,51.85,97.96,1.35,0.36,45.51,43.42,70.67,66.93,14.21,98.17,Suboptimal
UNI0329,West,Undergraduate,22364.98,3389.78,428058.74,46.11,99.59,5.11,0.84,101.26,88.53,59.47,65.83,11.99,100.0,Optimal
UNI0330,East,Undergraduate,25657.17,2222.54,234845.12,71.86,97.1,1.58,0.31,83.16,100.0,62.54,73.76,12.63,100.0,Optimal
UNI0331,East,Vocational,14479.42,774.88,171478.97,49.7,99.06,2.38,0.6,57.27,60.37,60.92,80.33,12.93,98.51,Optimal
UNI0332,Central,Undergraduate,28364.11,2038.76,361637.08,55.71,100.0,2.58,1.03,129.48,86.29,79.49,77.13,17.13,99.88,Optimal
UNI0333,Central,Vocational,27553.42,2959.65,241481.83,66.06,100.0,2.98,1.01,25.33,68.48,58.8,71.12,1.04,98.84,Optimal
UNI0334,Central,Vocational,19661.94,1165.08,162135.43,36.5,100.0,2.12,0.31,12.64,60.67,65.07,79.86,18.54,96.09,Optimal
UNI0335,East,Vocational,32181.44,875.68,10000.0,46.74,97.88,3.4,0.57,19.57,41.44,50.71,45.8,15.5,98.14,Suboptimal
UNI0336,East,Vocational,43625.94,1570.21,329715.81,55.9,100.0,3.96,0.69,92.39,100.0,76.86,70.43,16.81,100.0,Optimal
UNI0337,Central,Undergraduate,14345.63,2869.98,415988.13,74.53,98.43,3.93,1.03,106.3,54.43,69.36,76.53,20.03,100.0,Optimal
UNI0338,Central,Vocational,3000.0,272.91,94087.73,39.61,98.6,3.38,0.32,7.44,60.72,91.3,53.29,1.0,98.4,Suboptimal
UNI0339,Central,Vocational,3205.79,592.59,10000.0,40.39,97.24,1.44,0.45,13.93,37.24,19.51,36.0,4.03,98.35,Optimal
UNI0340,Central,Vocational,13043.71,200.0,10000.0,48.63,98.11,5.84,0.49,16.42,80.06,100.0,57.38,16.31,97.94,Suboptimal
UNI0341,Central,Vocational,6357.27,200.0,10000.0,32.78,96.89,1.08,0.05,18.66,57.49,23.29,34.57,4.42,96.8,Suboptimal
UNI0342,West,Undergraduate,27994.5,2013.46,325779.46,80.58,98.21,4.65,0.72,101.49,55.29,83.28,82.93,14.42,99.96,Optimal
UNI0343,Central,Vocational,9218.87,200.0,280775.12,35.43,98.93,4.71,0.95,75.38,49.47,68.23,68.43,15.96,98.06,Optimal
UNI0344,Central,Vocational,5240.94,1426.95,255028.61,25.9,98.02,3.3,0.46,65.21,47.75,51.14,76.0,15.51,99.76,Suboptimal
UNI0345,Central,Undergraduate,14046.45,1867.88,274256.92,60.63,96.27,4.44,0.44,75.83,93.05,94.28,64.8,16.12,96.11,Optimal
UNI0346,East,Undergraduate,6939.27,869.88,276690.49,10.0,93.27,1.43,0.41,42.25,57.22,31.26,77.2,6.61,96.23,Suboptimal
UNI0347,East,Vocational,18867.73,1217.01,221448.4,65.07,97.89,3.61,0.17,61.05,80.5,86.89,81.07,9.74,99.67,Optimal
UNI0348,Central,Undergraduate,13641.81,4431.03,305929.43,50.17,95.77,5.1,1.28,145.43,66.67,66.25,95.5,13.43,98.79,Optimal
UNI0349,West,Vocational,3224.19,602.68,229370.76,17.44,96.05,1.89,0.65,5.0,92.95,53.52,76.44,13.87,97.59,Suboptimal
UNI0350,Central,Undergraduate,21599.86,2212.38,97258.12,38.0,97.22,2.03,0.83,100.81,70.45,42.69,57.27,7.7,98.61,Suboptimal
UNI0351,East,Undergraduate,16189.04,3201.85,169678.63,29.99,97.65,6.76,0.85,96.14,100.0,81.0,100.0,19.87,98.46,Optimal
UNI0352,Central,Undergraduate,31915.23,3230.9,239355.92,64.67,98.14,4.91,1.15,100.99,40.39,53.29,82.93,13.49,97.59,Optimal
UNI0353,East,Vocational,12933.94,2677.46,189038.44,42.44,100.0,3.12,1.19,80.1,77.9,50.83,68.1,12.7,99.65,Optimal
UNI0354,Central,Undergraduate,6787.9,1747.97,115281.19,51.42,95.52,2.25,0.35,85.9,53.64,57.35,49.25,13.28,98.16,Suboptimal
UNI0355,West,Undergraduate,19127.71,2153.59,238293.98,44.86,99.48,1.04,0.82,65.91,51.01,69.86,85.46,6.65,98.77,Optimal
UNI0356,Central,Undergraduate,29352.83,1091.63,329790.81,58.64,99.39,5.72,0.69,81.99,67.48,56.85,76.7,21.38,99.6,Optimal
UNI0357,Central,Undergraduate,8636.4,3044.35,137072.86,51.32,96.37,2.55,0.39,63.71,62.39,43.31,63.38,15.73,97.26,Suboptimal
UNI0358,East,Undergraduate,27358.47,3303.76,225269.94,57.24,98.72,3.53,0.22,94.52,61.38,42.1,74.4,18.39,96.8,Optimal
UNI0359,East,Vocational,32284.63,1342.04,10000.0,70.2,99.21,2.28,0.57,46.02,66.02,87.11,68.33,12.67,100.0,Optimal
UNI0360,West,Vocational,12637.56,441.74,15318.63,46.79,98.46,3.41,0.58,13.27,54.87,66.62,54.78,11.12,100.0,Suboptimal
UNI0361,Central,Undergraduate,37090.08,3670.87,265305.53,63.84,100.0,5.4,0.72,86.6,97.88,67.05,100.0,13.4,100.0,Optimal
UNI0362,Central,Undergraduate,8993.87,2012.48,197384.91,56.41,96.41,5.44,0.73,86.12,63.87,78.36,89.38,9.9,98.43,Optimal
UNI0363,East,Undergraduate,18126.14,2101.26,148263.45,39.52,96.05,3.93,0.38,60.51,60.98,92.15,73.23,10.99,97.31,Suboptimal
UNI0364,East,Vocational,14285.6,773.3,330150.92,50.57,100.0,2.34,0.72,51.53,85.38,40.74,64.27,8.16,99.42,Optimal
UNI0365,East,Vocational,27838.36,4820.75,353307.89,55.3,100.0,5.86,1.4,123.57,47.1,58.4,66.92,12.03,100.0,Optimal
